"","Year","Geo","State","Region","Commodity","Info on Commodity","Measurement","Info on Measurement","Label","Type","Name","ID","Value"
"26",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ESFENVALERATE "," 109303","1300"
"27",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FLUBENDIAMIDE "," 27602","1000"
"28",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE","122304","600"
"29",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","IMIDACLOPRID "," 129099","14000"
"30",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","INDOXACARB "," 67710","1400"
"31",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","LAMBDA-CYHALOTHRIN "," 128897","800"
"32",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","MALATHION "," 57701","5300"
"33",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","METHOMYL "," 90301","600"
"34",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE "," 121027","400"
"35",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","NALED "," 34401","6000"
"36",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PERMETHRIN "," 109701","2600"
"37",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPINETORAM","110007","900"
"38",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPIROTETRAMAT "," 392201","4200"
"39",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","THIAMETHOXAM "," 60109","2000"
"40",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ZETA-CYPERMETHRIN "," 129064","800"
"41",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN "," 118831","200"
"42",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","BIFENTHRIN "," 128825","1700"
"43",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","ESFENVALERATE "," 109303","1300"
"44",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","IMIDACLOPRID "," 129099","300"
"45",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","LAMBDA-CYHALOTHRIN "," 128897","800"
"46",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","METHOMYL "," 90301","600"
"47",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","NALED "," 34401","6000"
"48",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","PERMETHRIN "," 109701","2600"
"49",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","BROCCOLI","BROCCOLI "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","ZETA-CYPERMETHRIN "," 129064","800"
"50",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," HERBICIDE","BENSULIDE "," 9801","5500"
"51",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," HERBICIDE","OXYFLUORFEN "," 111601","3900"
"52",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ACEPHATE "," 103301","1300"
"53",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BIFENTHRIN "," 128825","200"
"54",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","BUPROFEZIN "," 275100","200"
"55",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE "," 90100","300"
"56",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","CLOTHIANIDIN "," 44309","400"
"57",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","DIMETHOATE "," 35001","700"
"58",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","DINOTEFURAN "," 44312","100"
"59",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ESFENVALERATE "," 109303","400"
"60",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FLUBENDIAMIDE "," 27602","100"
"61",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE","122304","200"
"62",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","IMIDACLOPRID "," 129099","4300"
"63",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","INDOXACARB "," 67710","500"
"64",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","LAMBDA-CYHALOTHRIN "," 128897","200"
"65",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","MALATHION "," 57701","1300"
"66",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","METHOMYL "," 90301","300"
"67",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","PERMETHRIN "," 109701","200"
"68",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPINETORAM","110007","300"
"69",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","SPIROTETRAMAT "," 392201","1300"
"70",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","THIAMETHOXAM "," 60109","1000"
"71",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","CHEMICAL"," INSECTICIDE","ZETA-CYPERMETHRIN "," 129064","100"
"72",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","BIFENTHRIN "," 128825","200"
"73",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","ESFENVALERATE "," 109303","400"
"74",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","LAMBDA-CYHALOTHRIN "," 128897","200"
"75",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","METHOMYL "," 90301","300"
"76",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","PERMETHRIN "," 109701","200"
"77",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","CAULIFLOWER","CAULIFLOWER "," APPLICATIONS"," MEASURED IN LB","RESTRICTED USE CHEMICAL"," INSECTICIDE","ZETA-CYPERMETHRIN "," 129064","100"
"78",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE",NA,"45"
"79",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","PLANTING LOCATIONS PLANNED TO AVOID CROSS INFESTATION OF PESTS",NA,"35"
"80",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","PLANTING OR HARVESTING DATES ADJUSTED",NA,"31"
"81",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","ROTATED CROPS DURING PAST 3 YEARS",NA,"82"
"82",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","ROW SPACING",NA,"24"
"83",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","DIAGNOSTIC LABORATORY SERVICES USED FOR PEST DETECTION VIA SOIL OR PLANT TISSUE ANALYSIS",NA,"47"
"84",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","FIELD MAPPING DATA USED TO ASSIST DECISIONS",NA,"38"
"85",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - ESTABLISHED PROCESS USED",NA,"61"
"86",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST ADVISORY WARNING",NA,"27"
"87",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST DEVELOPMENT MODEL",NA,"35"
"88",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY CONDUCTING GENERAL OBSERVATIONS WHILE PERFORMING ROUTINE TASKS",NA,"8"
"89",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY DELIBERATELY GOING TO THE CROP ACRES OR GROWING AREAS",NA,"92"
"90",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY EMPLOYEE",NA,"24"
"91",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER",NA,"9"
"92",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT",NA,"29"
"93",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY OPERATOR",NA,"27"
"94",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY PROCESSOR",NA,"11"
"95",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES",NA,"99"
"96",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY EMPLOYEE",NA,"25"
"97",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER",NA,"9"
"98",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT",NA,"29"
"99",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY OPERATOR",NA,"26"
"100",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY PROCESSOR",NA,"11"
"101",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES",NA,"99"
"102",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY EMPLOYEE",NA,"29"
"103",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER",NA,"8"
"104",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT",NA,"20"
"105",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY OPERATOR",NA,"35"
"106",2016,"REGION : MULTI-STATE",NA,"PROGRAM STATES","VEGETABLE TOTALS","VEGETABLE TOTALS, (EXCL POTATOES), INCL STRAWBERRIES, IN THE OPEN "," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY PROCESSOR",NA,"8"
